ID,ENTRYTYPE,author,bib-gs_bronze_gquerya,bib-scopus_bronze_querya,bib_id,booktitle,doi,isbn,issn,journal,note,number,pages,publisher,shorttitle,title,url,volume,year
winograd_loose-lipped_2022,article,"Winograd, Amy",1,0,nan,nan,nan,nan,nan,Harv. JL \& Tech.,Publisher: HeinOnline,nan,615,nan,nan,Loose-lipped large language models spill your secrets: {The} privacy implications of large language models,nan,36,2022.0
woolsey_utilizing_2024,article,"Woolsey, Chancellor R and Bisht, Prakash and Rothman, Joshua and Leroy, Gondy",1,0,nan,nan,nan,nan,nan,AMIA Summits on Translational Science Proceedings,Publisher: American Medical Informatics Association,nan,429,nan,nan,Utilizing {Large} {Language} {Models} to {Generate} {Synthetic} {Data} to {Increase} the {Performance} of {BERT}-{Based} {Neural} {Networks},nan,2024,2024.0
wu_large_2024,incollection,"Wu, Yonghui",1,0,nan,Natural {Language} {Processing} in {Biomedicine}: {A} {Practical} {Guide},nan,nan,nan,nan,nan,nan,265--297,Springer,nan,Large {Language} {Model} and {Text} {Generation},nan,nan,2024.0
wu_natural_2023,article,"Wu, W. and Holkeboer, K.J. and Kolawole, T.O. and Carbone, L. and Mahmoudi, E.",0,1,nan,nan,10.1111/1475-6773.14210,nan,nan,Health Services Research,nan,6,1292--1302,nan,nan,Natural language processing to identify social determinants of health in {Alzheimer}'s disease and related dementia from electronic health records,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166651235&doi=10.1111%2f1475-6773.14210&partnerID=40&md5=1a4597c1592c09e29cdc09b5ead44516,58,2023.0
xiao_comprehensive_2024,article,"Xiao, Hanguang and Zhou, Feizhong and Liu, Xingyue and Liu, Tianqi and Li, Zhipeng and Liu, Xin and Huang, Xiaoxuan",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.08603,nan,nan,nan,nan,nan,A {Comprehensive} {Survey} of {Large} {Language} {Models} and {Multimodal} {Large} {Language} {Models} in {Medicine},nan,nan,2024.0
xie_pairaug_2024,inproceedings,"Xie, Yutong and Chen, Qi and Wang, Sinuo and To, Minh-Son and Lee, Iris and Khoo, Ee Win and Hendy, Kerolos and Koh, Daniel and Xia, Yong and Wu, Qi",1,0,nan,nan,nan,nan,nan,nan,nan,nan,11652--11661,nan,nan,{PairAug}: {What} {Can} {Augmented} {Image}-{Text} {Pairs} {Do} for {Radiology}?,nan,nan,2024.0
xu_comprehensive_2024,article,"Xu, Xi and Li, Jianqiang and Zhu, Zhichao and Zhao, Linna and Wang, Huina and Song, Changwei and Chen, Yining and Zhao, Qing and Yang, Jijiang and Pei, Yan",1,0,nan,nan,nan,nan,2306-5354,Bioengineering,Publisher: Multidisciplinary Digital Publishing Institute,3,219,nan,nan,A {Comprehensive} {Review} on {Synergy} of {Multi}-{Modal} {Data} and {AI} {Technologies} in {Medical} {Diagnosis},nan,11,2024.0
xu_knowledge-infused_2023,article,"Xu, Ran and Cui, Hejie and Yu, Yue and Kan, Xuan and Shi, Wenqi and Zhuang, Yuchen and Jin, Wei and Ho, Joyce and Yang, Carl",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Knowledge-infused prompting: {Assessing} and advancing clinical text data generation with large language models,nan,nan,2023.0
xu_survey_2022,article,"Xu, Jiabao and Xi, Xuefeng and Chen, Jie and Sheng, Victor S and Ma, Jieming and Cui, Zhiming",1,0,nan,nan,nan,nan,2076-3417,Applied Sciences,Publisher: MDPI,22,11709,nan,nan,A survey of deep learning for electronic health records,nan,12,2022.0
xu_vecocare_2023,inproceedings,"Xu, Y. and Yang, K. and Zhang, C. and Zou, P. and Wang, Z. and Ding, H. and Zhao, J. and Wang, Y. and Xie, B.",0,1,nan,nan,nan,nan,nan,nan,nan,nan,4921--4929,nan,nan,{VecoCare}: {Visit} {Sequences}-{Clinical} {Notes} {Joint} {Learning} for {Diagnosis} {Prediction} in {Healthcare} {Data},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170374705&partnerID=40&md5=e99e63cf29686f51217a64b7fb68a34f,2023-August,2023.0
yan_protecting_2024,article,"Yan, Biwei and Li, Kun and Xu, Minghui and Dong, Yueyan and Zhang, Yue and Ren, Zhaochun and Cheng, Xiuzheng",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2403.05156,nan,nan,nan,nan,nan,On protecting the data privacy of large language models (llms): {A} survey,nan,nan,2024.0
yang_application_2023,article,"Yang, C.-H. and Chen, Y.-S. and Chen, J.-B. and Huang, H.-C. and Chuang, L.-Y.",0,1,nan,nan,10.1186/s12986-023-00746-z,nan,nan,Nutrition and Metabolism,nan,1,nan,nan,nan,Application of deep learning to predict the low serum albumin in new hemodialysis patients,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154045382&doi=10.1186%2fs12986-023-00746-z&partnerID=40&md5=3eabd9f582c48e26e0a6fd31d548b5a7,20,2023.0
yang_application_2024,article,"Yang, Tian and Mei, Yupeng and Xu, Ling and Yu, Huihui and Chen, Yingyi",1,0,nan,nan,nan,nan,0921-3449,"Resources, Conservation and Recycling",Publisher: Elsevier,nan,107497,nan,nan,Application of question answering systems for intelligent agriculture production and sustainable management: {A} review,nan,204,2024.0
yang_grouped_2019,inproceedings,"Yang, F. and Yu, Z. and Liang, Y. and Gan, X. and Lin, K. and Zou, Q. and Zeng, Y.",0,1,nan,nan,10.1109/BIBM47256.2019.8983215,nan,nan,nan,nan,nan,906--913,nan,nan,Grouped {Correlational} {Generative} {Adversarial} {Networks} for {Discrete} {Electronic} {Health} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084332816&doi=10.1109%2fBIBM47256.2019.8983215&partnerID=40&md5=a57556e6762f7157920db8f50f5aed91,nan,2019.0
yang_harnessing_2023,article,"Yang, Jingfeng and Jin, Hongye and Tang, Ruixiang and Han, Xiaotian and Feng, Qizhang and Jiang, Haoming and Zhong, Shaochen and Yin, Bing and Hu, Xia",1,0,nan,nan,nan,nan,1556-4681,ACM Transactions on Knowledge Discovery from Data,"Publisher: ACM New York, NY",nan,nan,nan,nan,Harnessing the power of llms in practice: {A} survey on chatgpt and beyond,nan,nan,2023.0
yang_improving_2022,article,"Yang, Y. and Song, A. and Chang, Q. and Zhao, H. and Kong, W. and Xue, Q. and Xue, Q.",0,1,nan,nan,10.1155/2022/2642841,nan,nan,Computational and Mathematical Methods in Medicine,nan,nan,nan,nan,nan,Improving the {Use} of {Blockchain} {Technology} in {Stroke} {Care} {Information} {Management} {Systems},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139356310&doi=10.1155%2f2022%2f2642841&partnerID=40&md5=8230f9fb2c7ebdaf3d216e5b92cc1e46,2022,2022.0
yang_named_2024,article,"Yang, H. and Wang, L. and Yang, Y.",0,1,nan,nan,nan,nan,nan,IAENG International Journal of Computer Science,nan,4,401--408,nan,nan,Named {Entity} {Recognition} in {Electronic} {Medical} {Records} {Incorporating} {Pre}-trained and {Multi}-{Head} {Attention},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190860892&partnerID=40&md5=6abed45681d53b189162c8c7277e408e,51,2024.0
yao_cross-global_2020,inproceedings,"Yao, H.-R. and Chang, D.-C. and Frieder, O. and Huang, W. and Liang, I.-C. and Hung, C.-F.",0,1,nan,nan,10.1145/3388440.3412459,nan,nan,nan,nan,nan,nan,nan,nan,Cross-{Global} {Attention} {Graph} {Kernel} {Network} {Prediction} of {Drug} {Prescription},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096952731&doi=10.1145%2f3388440.3412459&partnerID=40&md5=dcce97211cba38b266d6dd01096366c7,nan,2020.0
ye_development_2024,article,"Ye, Jiancheng and He, Lu and Hai, Jiarui and Xu, Chengqi and Ding, Sirui and Beestrum, Molly",1,0,nan,nan,nan,nan,nan,medRxiv,Publisher: Cold Spring Harbor Laboratory Press,nan,2024--02,nan,nan,Development and {Application} of {Natural} {Language} {Processing} on {Unstructured} {Data} in {Hypertension}: {A} {Scoping} {Review},nan,nan,2024.0
ye_leveraging_2021,article,"Ye, C. and Malin, B.A. and Fabbri, D.",0,1,nan,nan,10.1186/s12911-021-01724-2,nan,nan,BMC Medical Informatics and Decision Making,nan,1,nan,nan,nan,Leveraging medical context to recommend semantically similar terms for chart reviews,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121435455&doi=10.1186%2fs12911-021-01724-2&partnerID=40&md5=b875c71666ac082bd1ad48da175bdec5,21,2021.0
ye_medretriever_2021,inproceedings,"Ye, M. and Cui, S. and Wang, Y. and Luo, J. and Xiao, C. and Ma, F.",0,1,nan,nan,10.1145/3459637.3482273,nan,nan,nan,nan,nan,2414--2423,nan,nan,{MedRetriever}: {Target}-{Driven} {Interpretable} {Health} {Risk} {Prediction} via {Retrieving} {Unstructured} {Medical} {Text},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119201062&doi=10.1145%2f3459637.3482273&partnerID=40&md5=9a91ab50bcbc4a0a6cb8b5370e912292,nan,2021.0
ye_predicting_2020,article,"Ye, J. and Yao, L. and Shen, J. and Janarthanam, R. and Luo, Y.",0,1,nan,nan,10.1186/s12911-020-01318-4,nan,nan,BMC Medical Informatics and Decision Making,nan,nan,nan,nan,nan,Predicting mortality in critically ill patients with diabetes using machine learning and clinical notes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098331074&doi=10.1186%2fs12911-020-01318-4&partnerID=40&md5=5d99477e235c92b3e9b8aa7c91844e77,20,2020.0
yin_deconfounding_2022,inproceedings,"Yin, C. and Liu, R. and Caterino, J. and Zhang, P.",0,1,nan,nan,10.1145/3534678.3539413,nan,nan,nan,nan,nan,2316--2326,nan,nan,Deconfounding {Actor}-{Critic} {Network} with {Policy} {Adaptation} for {Dynamic} {Treatment} {Regimes},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137149034&doi=10.1145%2f3534678.3539413&partnerID=40&md5=b24f71e4690d5548e8f80822b6de6a5f,nan,2022.0
yin_development_2024,article,"Yin, M. and Lin, J. and Wang, Y. and Liu, Y. and Zhang, R. and Duan, W. and Zhou, Z. and Zhu, S. and Gao, J. and Liu, L. and Liu, X. and Gu, C. and Huang, Z. and Xu, X. and Xu, C. and Zhu, J.",0,1,nan,nan,10.1016/j.ijmedinf.2024.105341,nan,nan,International Journal of Medical Informatics,nan,nan,nan,nan,nan,Development and validation of a multimodal model in predicting severe acute pancreatitis based on radiomics and deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184150500&doi=10.1016%2fj.ijmedinf.2024.105341&partnerID=40&md5=cccd8561c6d4565f67ea5bde65916546,184,2024.0
yuan_large_2023,article,"Yuan, J. and Tang, R. and Jiang, X. and Hu, X.",0,1,nan,nan,nan,nan,nan,AMIA ... Annual Symposium proceedings. AMIA Symposium,nan,nan,1324--1333,nan,nan,Large {Language} {Models} for {Healthcare} {Data} {Augmentation}: {An} {Example} on {Patient}-{Trial} {Matching},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182539509&partnerID=40&md5=483ea0caa4ccd7f763a2730a75b76ddb,2023,2023.0
yuan_research_2022,inproceedings,"Yuan, F. and Duan, C.",0,1,nan,nan,10.1117/12.2660110,nan,nan,nan,nan,nan,nan,nan,nan,Research on text classification of traditional {Chinese} medicine medical records with {ERNIE} model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145021320&doi=10.1117%2f12.2660110&partnerID=40&md5=87a52051ddc5ed37fd93b2d3a86c64d9,12458,2022.0
yuan_towards_2021,inproceedings,"Yuan, Shaoqing and Bhatia, Parminder and Celikkaya, Busra and Liu, Haiyang and Choi, Kyunghwan",1,0,nan,nan,nan,nan,nan,nan,nan,nan,126--138,Springer,nan,Towards {User} {Friendly} {Medication} {Mapping} {Using} {Entity}-{Boosted} {Two}-{Tower} {Neural} {Network},nan,nan,2021.0
zaghir_prompt_2024,article,"Zaghir, Jamil and Naguib, Marco and Bjelogrlic, Mina and Névéol, Aurélie and Tannier, Xavier and Lovis, Christian",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.01249,nan,nan,nan,nan,nan,Prompt engineering paradigms for medical applications: scoping review and recommendations for better practices,nan,nan,2024.0
zeinali_symptom-bert_2024,article,"Zeinali, Nahid and Albashayreh, Alaa and Fan, Weiguo and White, Stephanie Gilbertson Zeinali, N. and Albashayreh, A. and Fan, W. and White, S.G.",1,1,nan,nan,nan 10.1016/j.jpainsymman.2024.05.015,nan,0885-3924 nan,Journal of pain and symptom management Journal of Pain and Symptom Management,Publisher: Elsevier nan,nan,nan,nan,nan,Symptom-{BERT}: {Enhancing} {Cancer} {Symptom} {Detection} in {EHR} {Clinical} {Notes},nan https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195384775&doi=10.1016%2fj.jpainsymman.2024.05.015&partnerID=40&md5=baccc709b84c6d991c98d07f3ebe5989,nan,2024.0
zeng_contrast-then-approximate_2024,article,"Zeng, Zhirui and Xiang, Tao and Guo, Shangwei and He, Jialing and Zhang, Qiao and Xu, Guowen and Zhang, Tianwei",1,0,nan,nan,nan,nan,1556-6013,IEEE Transactions on Information Forensics and Security,Publisher: IEEE,nan,nan,nan,nan,Contrast-then-{Approximate}: {Analyzing} {Keyword} {Leakage} of {Generative} {Language} {Models},nan,nan,2024.0
zhang_combining_2021,article,"Zhang, Z. and Liu, D. and Zhang, M. and Qin, X.",0,1,nan,nan,10.1186/s12911-021-01618-3,nan,nan,BMC Medical Informatics and Decision Making,nan,nan,nan,nan,nan,Combining data augmentation and domain information with {TENER} model for {Clinical} {Event} {Detection},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119376385&doi=10.1186%2fs12911-021-01618-3&partnerID=40&md5=8f8b45740475c19e71f2f52ddf1323b4,21,2021.0
zhang_comprehensive_2015,article,"Zhang, Yu and Chen, Xiusi and Jin, Bowen and Wang, Sheng and Ji, Shuiwang and Wang, Wei and Han, Jiawei",1,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,A {Comprehensive} {Survey} of {Scientific} {Large} {Language} {Models} and {Their} {Applications} in {Scientific} {Discovery},nan,nan,2015.0
zhang_data-centric_2024,article,"Zhang, Yunkun and Gao, Jin and Tan, Zheling and Zhou, Lingfeng and Ding, Kexin and Zhou, Mu and Zhang, Shaoting and Wang, Dequan",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2401.02458,nan,nan,nan,nan,nan,Data-centric foundation models in computational healthcare: {A} survey,nan,nan,2024.0
zhang_eapr_2023,article,"Zhang, J. and Xu, Y. and Ye, B. and Zhao, Y. and Sun, X. and Meng, Q. and Zhang, Y. and Cui, L.",0,1,nan,nan,10.1007/s13755-023-00256-5,nan,nan,Health Information Science and Systems,nan,1,nan,nan,nan,{EAPR}: explainable and augmented patient representation learning for disease prediction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176427003&doi=10.1007%2fs13755-023-00256-5&partnerID=40&md5=9a839fb0a93eb665b0bf02bb402b9e92,11,2023.0
zhang_generative_2023,article,"Zhang, Peng and Kamel Boulos, Maged N",1,0,nan,nan,nan,nan,1999-5903,Future Internet,Publisher: MDPI,9,286,nan,nan,"Generative {AI} in medicine and healthcare: {Promises}, opportunities and challenges",nan,15,2023.0
zhang_improving_2023,article,"Zhang, J. and Santos, C. and Park, C. and Mazurowski, M.A. and Colglazier, R.",0,1,nan,nan,10.1007/s10278-023-00894-x,nan,nan,Journal of Digital Imaging,nan,6,2402--2410,nan,nan,Improving {Image} {Classification} of {Knee} {Radiographs}: {An} {Automated} {Image} {Labeling} {Approach},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168692496&doi=10.1007%2fs10278-023-00894-x&partnerID=40&md5=f5daa02181b1dbff4c1ecab084cb01d6,36,2023.0
zhang_leveraging_2024,article,"Zhang, Gongbo and Jin, Qiao and McInerney, Denis Jered and Chen, Yong and Wang, Fei and Cole, Curtis L and Yang, Qian and Wang, Yanshan and Malin, Bradley A and Peleg, Mor",1,0,nan,nan,nan,nan,1532-0464,Journal of Biomedical Informatics,Publisher: Elsevier,nan,104640,nan,nan,Leveraging generative {AI} for clinical evidence synthesis needs to ensure trustworthiness,nan,153,2024.0
zhang_location-enhanced_2024,article,"Zhang, Yan and Yang, Zhihao and Yang, Yumeng and Lin, Hongfei and Wang, Jian",1,0,nan,nan,nan,nan,1532-0464,Journal of Biomedical Informatics,Publisher: Elsevier,nan,104676,nan,nan,Location-enhanced syntactic knowledge for biomedical relation extraction,nan,nan,2024.0
zhao_exploiting_2020,article,"Zhao, Q. and Wang, D. and Li, J. and Akhtar, F.",0,1,nan,nan,10.1007/s11227-019-02917-3,nan,nan,Journal of Supercomputing,nan,8,6399--6420,nan,nan,Exploiting the concept level feature for enhanced name entity recognition in {Chinese} {EMRs},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067364895&doi=10.1007%2fs11227-019-02917-3&partnerID=40&md5=968c7ef087e463d7108520fb1b134dcd,76,2020.0
zhao_mobile_2024,article,"Zhao, Xinjian and Yuan, Guoquan and Qiu, Shuhan and Xu, Chenwei and Wei, Shanming",1,0,nan,nan,nan,nan,2192-113X,Journal of Cloud Computing,Publisher: Springer,1,96,nan,nan,A mobile edge computing-focused transferable sensitive data identification method based on product quantization,nan,13,2024.0
zheng_large_2024,article,"Zheng, Yanxin and Gan, Wensheng and Chen, Zefeng and Qi, Zhenlian and Liang, Qian and Yu, Philip S",1,0,nan,nan,nan,nan,nan,arXiv preprint arXiv:2405.13055,nan,nan,nan,nan,nan,Large {Language} {Models} for {Medicine}: {A} {Survey},nan,nan,2024.0
zhou_complementary_2024,article,"Zhou, H. and Austin, R. and Lu, S.-C. and Silverman, G.M. and Zhou, Y. and Kilicoglu, H. and Xu, H. and Zhang, R.",0,1,nan,nan,10.1093/jamia/ocad216,nan,nan,Journal of the American Medical Informatics Association,nan,2,426--434,nan,nan,Complementary and {Integrative} {Health} {Information} in the literature: {Its} lexicon and named entity recognition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182779684&doi=10.1093%2fjamia%2focad216&partnerID=40&md5=17ceff08e7a1b5003ffc6899febcb303,31,2024.0
zhou_datasiftertext_2022,article,"Zhou, Nina and Wu, Qiucheng and Wu, Zewen and Marino, Simeone and Dinov, Ivo D",1,0,nan,nan,nan,nan,1573-689X,Journal of medical systems,Publisher: Springer,12,96,nan,nan,{DataSifterText}: {Partially} {Synthetic} {Text} {Generation} for {Sensitive} {Clinical} {Notes},nan,46,2022.0
zhou_ensemble_2023,article,"Zhou, M. and Tan, J. and Yang, S. and Wang, H. and Wang, L. and Xiao, Z.",0,1,nan,nan,10.1109/ACCESS.2023.3299824,nan,nan,IEEE Access,nan,nan,80416--80428,nan,nan,Ensemble {Transfer} {Learning} on {Augmented} {Domain} {Resources} for {Oncological} {Named} {Entity} {Recognition} in {Chinese} {Clinical} {Records},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166358862&doi=10.1109%2fACCESS.2023.3299824&partnerID=40&md5=52e0dfe8a31ca660d27ec1682287f09e,11,2023.0
zhou_fordnet_2021,article,"Zhou, W. and Yang, K. and Zeng, J. and Lai, X. and Wang, X. and Ji, C. and Li, Y. and Zhang, P. and Li, S.",0,1,nan,nan,10.1016/j.phrs.2021.105752,nan,nan,Pharmacological Research,nan,nan,nan,nan,nan,{FordNet}: {Recommending} traditional {Chinese} medicine formula via deep neural network integrating phenotype and molecule,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114690701&doi=10.1016%2fj.phrs.2021.105752&partnerID=40&md5=96d7afeac3255402087b04d0f1cdd590,173,2021.0
zhou_memetic_2021,inproceedings,"Zhou, Xinya and Tan, Conghui and Jiang, Di and Zhang, Bosen and Li, Si and Xu, Yajing and Xu, Qian and Gao, Sheng",1,0,nan,nan,nan,3-030-88482-1,nan,nan,nan,nan,43--55,Springer,nan,Memetic federated learning for biomedical natural language processing,nan,nan,2021.0
zhu_deepem_2018,inproceedings,"Zhu, W. and Vang, Y.S. and Huang, Y. and Xie, X.",0,1,nan,nan,10.1007/978-3-030-00934-2_90,nan,nan,nan,nan,nan,812--820,nan,nan,{DeepEM}: {Deep} {3D} {ConvNets} with {EM} for weakly supervised pulmonary nodule detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054054758&doi=10.1007%2f978-3-030-00934-2_90&partnerID=40&md5=24756a2e6d8f11541333e88748665b23,11071 LNCS,2018.0
zhu_graph_2023,inproceedings,"Zhu, D. and Liu, Y. and Chen, W. and Wang, Y. and Huang, Y. and Wang, X. and Cai, K. and Li, B.",0,1,nan,nan,10.1007/978-3-031-46671-7_3,nan,nan,nan,nan,nan,33--47,nan,nan,Graph {Convolution} {Synthetic} {Transformer} for {Chronic} {Kidney} {Disease} {Onset} {Prediction},https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177476192&doi=10.1007%2f978-3-031-46671-7_3&partnerID=40&md5=5e4f7dcf2bc71e1069b02748076cf575,14178 LNAI,2023.0
zhu_intelligent_2022,article,"Zhu, Z. and Li, J. and Huang, J. and Li, Z. and Zhang, H. and Chen, S. and Zhong, Q. and Xie, Y. and Hu, S. and Wang, Y. and Wang, D. and Yu, G.",0,1,nan,nan,10.21037/tp-22-275,nan,nan,Translational Pediatrics,nan,7,1216--1233,nan,nan,An intelligent prediagnosis system for disease prediction and examination recommendation based on electronic medical record and a medical-semantic-aware convolution neural network ({MSCNN}) for pediatric chronic cough,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135353001&doi=10.21037%2ftp-22-275&partnerID=40&md5=e94163aaec7b5a69e11304f38e6084f8,11,2022.0
